=================================================
PTK-HUIM-DFS Results: Top-10000 Patterns
Parameters: k=10000, minProb=0,7000, parallel=true
=================================================
Rank   Pattern                                  Expected Util   Exist Prob     
1492   [5, 31, 50]                              12175.2659      1.000000       
1493   [9, 46, 58, 70]                          12169.1237      1.000000       
1494   [27, 48, 50]                             12163.9225      1.000000       
1495   [5, 9, 60]                               12160.5912      1.000000       
1496   [15, 21, 31]                             12159.9720      1.000000       
1497   [9, 46, 52, 58]                          12156.6788      1.000000       
1498   [9, 11, 15, 46]                          12153.2208      1.000000       
1499   [21, 27, 58]                             12151.8262      1.000000       
1500   [5, 51]                                  12149.5968      1.000000       
1501   [21, 27, 70]                             12148.1245      1.000000       
1502   [60, 71]                                 12148.0112      1.000000       
1503   [21, 44, 70]                             12146.6687      1.000000       
1504   [9, 34, 44, 46]                          12142.9706      1.000000       
1505   [5, 11, 21]                              12134.3349      1.000000       
1506   [15, 66, 70]                             12133.7078      1.000000       
1507   [15, 19, 34, 46]                         12133.3683      1.000000       
1508   [9, 27, 71]                              12130.7161      1.000000       
1509   [5, 9, 19, 46]                           12124.6241      1.000000       
1510   [5, 9, 29, 46]                           12121.3970      1.000000       
1511   [29, 50, 74]                             12119.4347      1.000000       
1512   [50, 60, 74]                             12114.6193      1.000000       
1513   [15, 21, 44]                             12113.4422      1.000000       
1514   [3, 13, 46]                              12109.2890      1.000000       
1515   [9, 19, 46, 52]                          12106.8169      1.000000       
1516   [5, 7, 9, 46]                            12098.0415      1.000000       
1517   [5, 58, 70]                              12093.3942      1.000000       
1518   [31, 50, 54]                             12091.2250      1.000000       
1519   [9, 19, 46, 58]                          12086.9549      1.000000       
1520   [46, 60, 66]                             12077.8258      1.000000       
1521   [11, 60, 70]                             12075.8689      1.000000       
1522   [11, 25, 27]                             12072.3083      1.000000       
1523   [25, 31, 50]                             12072.0037      1.000000       
1524   [16, 54]                                 12070.0852      1.000000       
1525   [9, 19, 29, 46]                          12064.1740      1.000000       
1526   [21, 50, 68]                             12063.7127      1.000000       
1527   [15, 27, 42]                             12063.3307      1.000000       
1528   [34, 54, 60]                             12054.3327      1.000000       
1529   [25, 48, 50]                             12049.0613      1.000000       
1530   [34, 46, 50, 58]                         12046.3725      1.000000       
1531   [1, 46, 58]                              12043.8740      1.000000       
1532   [7, 9, 46, 58]                           12041.1624      1.000000       
1533   [5, 9, 46, 60]                           12039.7786      1.000000       
1534   [11, 29]                                 12038.9276      1.000000       
1535   [46, 48, 68]                             12038.6043      1.000000       
1536   [9, 42, 74]                              12033.5452      1.000000       
1537   [14, 34, 46]                             12027.8411      1.000000       
1538   [11, 31]                                 12027.3370      1.000000       
1539   [9, 14]                                  12027.0915      1.000000       
1540   [11, 54, 58]                             12020.3400      1.000000       
1541   [13, 15, 21]                             12014.0573      1.000000       
1542   [48, 54]                                 12012.5760      1.000000       
1543   [13, 15, 50]                             12006.1991      1.000000       
1544   [2, 50, 74]                              11999.6678      1.000000       
1545   [9, 46, 73]                              11997.1013      1.000000       
1546   [1, 46, 60]                              11994.3282      1.000000       
1547   [27, 44, 50]                             11987.9783      1.000000       
1548   [34, 58]                                 11983.9412      1.000000       
1549   [9, 25, 29, 46]                          11982.1542      1.000000       
1550   [2, 29, 34]                              11981.1683      1.000000       
1551   [2, 11, 54]                              11976.6641      1.000000       
1552   [5, 15, 58]                              11971.1027      1.000000       
1553   [21, 29, 34]                             11970.4571      1.000000       
1554   [2, 48, 50]                              11968.9492      1.000000       
1555   [23, 34, 46]                             11959.8211      1.000000       
1556   [2, 7, 15]                               11957.4177      1.000000       
1557   [34, 48, 70]                             11953.1222      1.000000       
1558   [9, 25, 44]                              11952.9953      1.000000       
1559   [9, 29, 46, 58]                          11951.0697      1.000000       
1560   [2, 9, 19]                               11950.4112      1.000000       
1561   [7, 9, 58]                               11950.0960      1.000000       
1562   [46, 66, 71]                             11945.0167      1.000000       
1563   [2, 7, 54]                               11944.7529      1.000000       
1564   [15, 19, 52]                             11942.6027      1.000000       
1565   [38, 46, 54]                             11941.2819      1.000000       
1566   [7, 34, 46, 50]                          11938.7011      1.000000       
1567   [1, 42, 46]                              11934.1736      1.000000       
1568   [7, 9, 13]                               11931.1195      1.000000       
1569   [1, 15, 34]                              11925.9413      1.000000       
1570   [42, 50, 74]                             11924.1229      1.000000       
1571   [50, 52, 60]                             11921.9126      1.000000       
1572   [15, 25, 60]                             11921.5948      1.000000       
1573   [7, 9, 19, 46]                           11920.2820      1.000000       
1574   [16, 34, 46]                             11914.9815      1.000000       
1575   [2, 5, 25]                               11911.9925      1.000000       
1576   [5, 34, 46, 50]                          11911.7162      1.000000       
1577   [9, 42, 58]                              11906.2171      1.000000       
1578   [1, 21, 34]                              11898.3184      1.000000       
1579   [9, 19, 74]                              11895.3296      1.000000       
1580   [21, 42, 54]                             11889.9575      1.000000       
1581   [7, 11, 54]                              11887.5966      1.000000       
1582   [9, 38, 70]                              11881.8980      1.000000       
1583   [3, 46, 68]                              11880.6894      1.000000       
1584   [42, 46, 62]                             11879.7677      1.000000       
1585   [13, 46, 68]                             11878.6177      1.000000       
1586   [13, 71]                                 11868.0468      1.000000       
1587   [34, 54, 68]                             11866.4240      1.000000       
1588   [29, 46, 51]                             11864.3863      1.000000       
1589   [5, 39]                                  11864.3538      1.000000       
1590   [7, 9, 46, 54]                           11862.0192      1.000000       
1591   [7, 44, 50]                              11860.1276      1.000000       
1592   [2, 3, 70]                               11857.1883      1.000000       
1593   [9, 25, 42, 46]                          11855.3581      1.000000       
1594   [46, 50, 69]                             11855.0047      1.000000       
1595   [9, 19, 25, 46]                          11846.9557      1.000000       
1596   [15, 17, 27]                             11844.7927      1.000000       
1597   [5, 54, 74]                              11841.9375      1.000000       
1598   [9, 25, 46, 60]                          11841.2131      1.000000       
1599   [19, 51]                                 11835.4662      1.000000       
1600   [7, 11, 21]                              11831.4274      1.000000       
1601   [34, 46, 50, 52]                         11830.4948      1.000000       
1602   [9, 29, 46, 52]                          11830.3437      1.000000       
1603   [15, 62]                                 11826.0702      1.000000       
1604   [7, 46, 62]                              11820.5272      1.000000       
1605   [7, 9, 25, 46]                           11815.6478      1.000000       
1606   [21, 44, 54]                             11814.0447      1.000000       
1607   [9, 27, 31]                              11809.8452      1.000000       
1608   [2, 50, 66]                              11798.8310      1.000000       
1609   [7, 9, 46, 52]                           11792.2762      1.000000       
1610   [7, 11, 34]                              11786.2884      1.000000       
1611   [15, 19, 60]                             11784.9322      1.000000       
1612   [34, 73]                                 11778.5124      1.000000       
1613   [9, 34, 50, 70]                          11772.8310      1.000000       
1614   [5, 52, 70]                              11768.8113      1.000000       
1615   [9, 21, 51]                              11762.6519      1.000000       
1616   [15, 38, 46]                             11756.1634      1.000000       
1617   [27, 31, 50]                             11745.1898      1.000000       
1618   [2, 50, 62]                              11739.9431      1.000000       
1619   [19, 42]                                 11738.6500      1.000000       
1620   [5, 9, 42, 46]                           11734.3976      1.000000       
1621   [9, 46, 58, 60]                          11734.0065      1.000000       
1622   [17, 50, 54]                             11732.9309      1.000000       
1623   [13, 34, 54]                             11730.3500      1.000000       
1624   [25, 50, 68]                             11723.1011      1.000000       
1625   [9, 19, 46, 54]                          11721.6682      1.000000       
1626   [29, 50, 52]                             11720.6012      1.000000       
1627   [9, 46, 72]                              11715.5707      1.000000       
1628   [5, 25, 34, 46]                          11710.6972      1.000000       
1629   [54, 68, 70]                             11710.1333      1.000000       
1630   [15, 25, 74]                             11706.8561      1.000000       
1631   [9, 42, 46, 50]                          11704.9593      1.000000       
1632   [5, 9, 29]                               11699.9288      1.000000       
1633   [19, 27, 50]                             11685.7811      1.000000       
1634   [21, 68, 70]                             11681.5942      1.000000       
1635   [15, 19, 29]                             11679.7765      1.000000       
1636   [2, 9, 66]                               11670.7675      1.000000       
1637   [1, 9, 70]                               11663.1792      1.000000       
1638   [25, 58, 70]                             11653.2768      1.000000       
1639   [2, 34, 60]                              11651.8659      1.000000       
1640   [9, 17, 19, 46]                          11648.6183      1.000000       
1641   [29, 34, 54]                             11640.5236      1.000000       
1642   [3, 46, 71]                              11637.6103      1.000000       
1643   [9, 11, 19, 46]                          11634.0779      1.000000       
1644   [7, 15, 42]                              11633.4527      1.000000       
1645   [2, 9, 62]                               11631.3304      1.000000       
1646   [7, 9, 29, 46]                           11630.1172      1.000000       
1647   [9, 15, 46, 52]                          11625.6886      1.000000       
1648   [19, 21, 50]                             11621.4909      1.000000       
1649   [21, 50, 62]                             11617.2255      1.000000       
1650   [9, 42, 46, 58]                          11615.0312      1.000000       
1651   [15, 62, 70]                             11611.8727      1.000000       
1652   [2, 34, 74]                              11610.0955      1.000000       
1653   [3, 15, 27]                              11606.5405      1.000000       
1654   [13, 46, 48]                             11603.7663      1.000000       
1655   [9, 15, 46, 60]                          11601.6862      1.000000       
1656   [5, 39, 46]                              11600.7348      1.000000       
1657   [9, 27, 39]                              11596.8632      1.000000       
1658   [11, 73]                                 11592.7470      1.000000       
1659   [5, 9, 68]                               11590.5745      1.000000       
1660   [15, 54, 68]                             11589.9343      1.000000       
1661   [2, 70, 74]                              11589.3590      1.000000       
1662   [13, 50, 70]                             11585.8711      1.000000       
1663   [11, 15, 68]                             11584.1255      1.000000       
1664   [11, 21, 58]                             11579.7829      1.000000       
1665   [9, 15, 46, 58]                          11578.2052      1.000000       
1666   [9, 15, 51]                              11568.1779      1.000000       
1667   [34, 38, 46]                             11566.3226      1.000000       
1668   [7, 9, 34, 50]                           11565.2075      1.000000       
1669   [2, 27, 54]                              11564.4418      1.000000       
1670   [9, 34, 46, 66]                          11563.2675      1.000000       
1671   [7, 39, 46]                              11554.0679      1.000000       
1672   [5, 9, 34, 50]                           11553.3631      1.000000       
1673   [9, 11, 46, 58]                          11550.9725      1.000000       
1674   [9, 42, 46, 70]                          11539.7931      1.000000       
1675   [7, 27, 70]                              11539.7639      1.000000       
1676   [15, 34, 44]                             11535.2631      1.000000       
1677   [5, 34, 46, 70]                          11534.4445      1.000000       
1678   [13, 74]                                 11532.4650      1.000000       
1679   [27, 50, 66]                             11529.8404      1.000000       
1680   [3, 46, 48]                              11528.3047      1.000000       
1681   [12, 50]                                 11525.7380      1.000000       
1682   [19, 21, 54]                             11522.7166      1.000000       
1683   [25, 70, 74]                             11521.5719      1.000000       
1684   [21, 27, 74]                             11521.1074      1.000000       
1685   [9, 39, 71]                              11519.8219      1.000000       
1686   [7, 27, 34]                              11515.0672      1.000000       
1687   [9, 19, 46, 60]                          11513.7210      1.000000       
1688   [21, 27, 52]                             11512.1302      1.000000       
1689   [9, 15, 29, 46]                          11511.2169      1.000000       
1690   [25, 34, 46, 54]                         11508.0795      1.000000       
1691   [9, 68, 74]                              11508.0661      1.000000       
1692   [9, 50, 71]                              11507.6932      1.000000       
1693   [7, 9, 15, 46]                           11504.6433      1.000000       
1694   [7, 50, 68]                              11503.2642      1.000000       
1695   [9, 34, 50, 58]                          11501.7148      1.000000       
1696   [2, 15, 58]                              11501.2784      1.000000       
1697   [46, 71, 74]                             11499.9017      1.000000       
1698   [25, 52, 70]                             11497.5243      1.000000       
1699   [9, 19, 46, 70]                          11497.1543      1.000000       
1700   [11, 19, 34]                             11494.8063      1.000000       
1701   [2, 36, 46]                              11493.1854      1.000000       
1702   [9, 19, 60]                              11492.8327      1.000000       
1703   [25, 34, 46, 50]                         11492.5517      1.000000       
1704   [19, 50, 52]                             11491.7602      1.000000       
1705   [46, 51, 74]                             11490.2880      1.000000       
1706   [31, 46, 48]                             11488.8701      1.000000       
1707   [11, 19, 70]                             11487.0086      1.000000       
1708   [5, 9, 34, 70]                           11480.5669      1.000000       
1709   [27, 44]                                 11479.1566      1.000000       
1710   [9, 34, 51]                              11478.3563      1.000000       
1711   [21, 25, 74]                             11473.2175      1.000000       
1712   [13, 25, 50]                             11463.5580      1.000000       
1713   [21, 34, 44]                             11462.4443      1.000000       
1714   [31, 46, 71]                             11461.6864      1.000000       
1715   [15, 21, 66]                             11454.5752      1.000000       
1716   [9, 27, 46, 58]                          11452.3090      1.000000       
1717   [7, 42, 70]                              11451.6557      1.000000       
1718   [2, 27, 34]                              11450.9477      1.000000       
1719   [14, 46, 54]                             11449.8774      1.000000       
1720   [9, 19, 46, 50]                          11446.6566      1.000000       
1721   [3, 15, 54]                              11445.4778      1.000000       
1722   [69, 70]                                 11444.8662      1.000000       
1723   [50, 68, 74]                             11440.9997      1.000000       
1724   [13, 31, 46]                             11439.7405      1.000000       
1725   [9, 42, 46, 52]                          11439.1294      1.000000       
1726   [15, 25, 29]                             11438.3059      1.000000       
1727   [17, 44, 46]                             11438.2426      1.000000       
1728   [25, 27, 70]                             11437.1373      1.000000       
1729   [9, 46, 52, 60]                          11435.9745      1.000000       
1730   [16, 46, 54]                             11434.5001      1.000000       
1731   [9, 44, 46, 54]                          11432.6131      1.000000       
1732   [7, 70, 74]                              11432.1653      1.000000       
1733   [9, 52, 74]                              11429.4631      1.000000       
1734   [19, 42, 50]                             11428.8968      1.000000       
1735   [2, 15, 52]                              11428.4754      1.000000       
1736   [9, 27, 29, 46]                          11426.7352      1.000000       
1737   [5, 34, 46, 54]                          11425.8000      1.000000       
1738   [2, 54, 60]                              11420.5627      1.000000       
1739   [46, 50, 64]                             11418.9673      1.000000       
1740   [1, 34, 50]                              11410.0927      1.000000       
1741   [24, 46]                                 11405.9187      1.000000       
1742   [9, 27, 46, 60]                          11397.9306      1.000000       
1743   [9, 19, 52]                              11397.5718      1.000000       
1744   [11, 21, 74]                             11397.0327      1.000000       
1745   [5, 25, 34]                              11395.4878      1.000000       
1746   [19, 54, 70]                             11394.2512      1.000000       
1747   [46, 58, 62]                             11391.9785      1.000000       
1748   [7, 9, 46, 60]                           11391.5807      1.000000       
1749   [9, 46, 60, 70]                          11391.5788      1.000000       
1750   [3, 9, 25]                               11384.0439      1.000000       
1751   [3, 7, 50]                               11383.7584      1.000000       
1752   [31, 46, 68]                             11383.4636      1.000000       
1753   [9, 31, 34, 46]                          11379.2333      1.000000       
1754   [9, 25, 27, 46]                          11375.3988      1.000000       
1755   [2, 15, 44]                              11369.6457      1.000000       
1756   [44, 50, 58]                             11367.5771      1.000000       
1757   [9, 11, 29, 46]                          11364.3746      1.000000       
1758   [3, 54, 70]                              11351.6060      1.000000       
1759   [9, 54, 62]                              11350.2616      1.000000       
1760   [13, 15, 54]                             11348.5421      1.000000       
1761   [9, 29, 42, 46]                          11348.3286      1.000000       
1762   [7, 21, 25]                              11345.4815      1.000000       
1763   [2, 15, 29]                              11343.2511      1.000000       
1764   [1, 46, 68]                              11343.0854      1.000000       
1765   [7, 15, 58]                              11338.4203      1.000000       
1766   [11, 13, 15]                             11337.8515      1.000000       
1767   [11, 44, 50]                             11334.6233      1.000000       
1768   [1, 29, 46]                              11330.7304      1.000000       
1769   [1, 46, 70]                              11324.6330      1.000000       
1770   [5, 9, 11, 46]                           11323.1509      1.000000       
1771   [27, 52, 54]                             11320.2902      1.000000       
1772   [9, 11, 46, 52]                          11315.3048      1.000000       
1773   [19, 50, 60]                             11314.3084      1.000000       
1774   [9, 19, 21, 46]                          11313.4168      1.000000       
1775   [2, 15, 54]                              11310.5164      1.000000       
1776   [11, 34, 74]                             11307.2898      1.000000       
1777   [9, 46, 50, 70]                          11306.6026      1.000000       
1778   [5, 9, 46, 74]                           11305.4711      1.000000       
1779   [9, 19, 42, 46]                          11303.6053      1.000000       
1780   [9, 11, 46, 54]                          11298.4235      1.000000       
1781   [5, 50, 68]                              11295.8289      1.000000       
1782   [7, 39]                                  11284.3434      1.000000       
1783   [13, 21, 34]                             11271.1727      1.000000       
1784   [9, 13, 58]                              11269.8212      1.000000       
1785   [31, 42, 50]                             11260.6629      1.000000       
1786   [15, 34, 46, 52]                         11260.5806      1.000000       
1787   [29, 46, 66]                             11250.0229      1.000000       
1788   [2, 39]                                  11248.0974      1.000000       
1789   [5, 48, 50]                              11247.6829      1.000000       
1790   [23, 46, 70]                             11244.8073      1.000000       
1791   [9, 46, 56]                              11243.0873      1.000000       
1792   [3, 21, 70]                              11241.5372      1.000000       
1793   [2, 42, 54]                              11237.8608      1.000000       
1794   [5, 60, 70]                              11236.9032      1.000000       
1795   [29, 50, 60]                             11236.7545      1.000000       
1796   [5, 9, 27, 46]                           11232.7440      1.000000       
1797   [7, 46, 51]                              11229.8907      1.000000       
1798   [5, 15, 34, 46]                          11223.4652      1.000000       
1799   [11, 31, 50]                             11222.5741      1.000000       
1800   [3, 9, 46, 50]                           11220.7959      1.000000       
1801   [5, 9, 44]                               11213.2992      1.000000       
1802   [2, 16, 46]                              11210.6784      1.000000       
1803   [9, 19, 29]                              11207.2866      1.000000       
1804   [5, 13]                                  11205.4914      1.000000       
1805   [39, 42]                                 11203.8923      1.000000       
1806   [16, 46, 50]                             11199.8754      1.000000       
1807   [9, 46, 48, 50]                          11193.6548      1.000000       
1808   [9, 27, 46, 54]                          11191.4789      1.000000       
1809   [11, 19, 54]                             11184.0131      1.000000       
1810   [1, 9, 54]                               11178.3323      1.000000       
1811   [9, 46, 54, 70]                          11177.2807      1.000000       
1812   [5, 19, 70]                              11172.2956      1.000000       
1813   [1, 21, 50]                              11171.8540      1.000000       
1814   [7, 9, 42, 46]                           11171.0878      1.000000       
1815   [2, 31, 70]                              11168.3172      1.000000       
1816   [9, 27, 46, 52]                          11166.5203      1.000000       
1817   [9, 21, 62]                              11166.4068      1.000000       
1818   [11, 15, 19, 46]                         11164.4120      1.000000       
1819   [7, 25, 54]                              11160.2948      1.000000       
1820   [46, 50, 72]                             11157.6274      1.000000       
1821   [27, 29, 54]                             11156.1147      1.000000       
1822   [7, 9, 27, 46]                           11155.6709      1.000000       
1823   [7, 46, 50, 58]                          11154.5086      1.000000       
1824   [19, 29, 50]                             11151.9474      1.000000       
1825   [11, 21, 52]                             11150.7340      1.000000       
1826   [11, 15, 44]                             11150.6536      1.000000       
1827   [9, 29, 46, 60]                          11149.9153      1.000000       
1828   [17, 46, 68]                             11148.5895      1.000000       
1829   [7, 31, 50]                              11148.1868      1.000000       
1830   [31, 50, 58]                             11148.0748      1.000000       
1831   [11, 52, 54]                             11147.1562      1.000000       
1832   [9, 34, 71]                              11143.4002      1.000000       
1833   [9, 46, 50, 66]                          11143.0667      1.000000       
1834   [25, 34, 46, 52]                         11141.6456      1.000000       
1835   [44, 50, 74]                             11139.6744      1.000000       
1836   [7, 15, 34, 46]                          11138.4674      1.000000       
1837   [9, 17, 27]                              11133.3256      1.000000       
1838   [2, 15, 25]                              11131.1310      1.000000       
1839   [9, 42, 46, 54]                          11122.4252      1.000000       
1840   [15, 48, 54]                             11117.2184      1.000000       
1841   [50, 55]                                 11116.8204      1.000000       
1842   [5, 9, 15, 46]                           11115.7228      1.000000       
1843   [9, 13, 74]                              11115.6794      1.000000       
1844   [62, 70]                                 11110.9672      1.000000       
1845   [44, 46, 51]                             11109.2731      1.000000       
1846   [2, 13, 50]                              11106.3527      1.000000       
1847   [21, 25, 42]                             11106.2496      1.000000       
1848   [9, 34, 46, 62]                          11105.2859      1.000000       
1849   [2, 5, 15]                               11104.9776      1.000000       
1850   [9, 13, 52]                              11100.8903      1.000000       
1851   [9, 19, 27, 46]                          11098.7409      1.000000       
1852   [34, 46, 52, 54]                         11097.3860      1.000000       
1853   [34, 44, 54]                             11095.9885      1.000000       
1854   [39, 46, 48]                             11094.8756      1.000000       
1855   [5, 15, 52]                              11094.3861      1.000000       
1856   [9, 42, 52]                              11094.2681      1.000000       
1857   [11, 15, 34, 46]                         11089.7225      1.000000       
1858   [11, 15, 66]                             11081.9956      1.000000       
1859   [11, 17, 50]                             11080.3904      1.000000       
1860   [29, 71]                                 11079.5784      1.000000       
1861   [5, 34, 46, 52]                          11071.0442      1.000000       
1862   [19, 27, 34]                             11069.0508      1.000000       
1863   [9, 46, 50, 62]                          11065.9660      1.000000       
1864   [15, 27, 74]                             11065.5629      1.000000       
1865   [2, 46, 71]                              11060.0106      1.000000       
1866   [19, 68]                                 11051.8756      1.000000       
1867   [1, 46, 74]                              11037.8706      1.000000       
1868   [9, 13, 42]                              11037.2676      1.000000       
1869   [34, 46, 50, 60]                         11035.4570      1.000000       
1870   [7, 13, 50]                              11032.5628      1.000000       
1871   [3, 11, 70]                              11026.6839      1.000000       
1872   [9, 42, 46, 60]                          11026.2186      1.000000       
1873   [27, 58, 70]                             11022.7774      1.000000       
1874   [9, 25, 71]                              11016.1720      1.000000       
1875   [9, 34, 50, 52]                          11008.8559      1.000000       
1876   [14, 21, 46]                             11004.4207      1.000000       
1877   [2, 15, 42]                              11001.3105      1.000000       
1878   [9, 34, 66]                              11001.1709      1.000000       
1879   [34, 46, 69]                             10998.7208      1.000000       
1880   [15, 19, 46, 58]                         10998.0720      1.000000       
1881   [15, 19, 46, 52]                         10986.9675      1.000000       
1882   [5, 15, 74]                              10986.2365      1.000000       
1883   [9, 11, 46, 60]                          10984.8105      1.000000       
1884   [19, 27, 54]                             10982.5240      1.000000       
1885   [17, 31, 46]                             10980.0927      1.000000       
1886   [13, 17, 46]                             10978.1710      1.000000       
1887   [13, 27, 50]                             10978.0520      1.000000       
1888   [3, 50, 58]                              10977.2736      1.000000       
1889   [5, 16, 46]                              10975.8048      1.000000       
1890   [18, 46]                                 10972.1766      1.000000       
1891   [11, 34, 58]                             10970.9276      1.000000       
1892   [2, 25, 27]                              10970.0726      1.000000       
1893   [15, 19, 74]                             10967.9316      1.000000       
1894   [11, 34, 42]                             10964.8250      1.000000       
1895   [13, 50, 58]                             10964.5326      1.000000       
1896   [9, 15, 25, 46]                          10963.3556      1.000000       
1897   [5, 19, 34, 46]                          10959.2278      1.000000       
1898   [9, 21, 25, 46]                          10956.1971      1.000000       
1899   [5, 9, 21, 46]                           10955.2663      1.000000       
1900   [34, 46, 50, 54]                         10954.2957      1.000000       
1901   [7, 9, 11, 46]                           10951.6388      1.000000       
1902   [21, 31, 70]                             10950.7037      1.000000       
1903   [11, 50, 66]                             10950.5874      1.000000       
1904   [1, 15, 50]                              10944.8739      1.000000       
1905   [39, 58]                                 10943.6735      1.000000       
1906   [15, 42, 58]                             10940.9456      1.000000       
1907   [36, 46, 70]                             10938.7244      1.000000       
1908   [15, 17, 19]                             10934.7416      1.000000       
1909   [7, 9, 68]                               10929.9301      1.000000       
1910   [51, 74]                                 10927.7472      1.000000       
1911   [9, 15, 34, 70]                          10927.2698      1.000000       
1912   [9, 21, 71]                              10925.4145      1.000000       
1913   [25, 60, 70]                             10925.0006      1.000000       
1914   [2, 25, 42]                              10924.3746      1.000000       
1915   [9, 25, 46, 70]                          10921.4868      1.000000       
1916   [42, 44, 50]                             10918.6997      1.000000       
1917   [9, 25, 31]                              10917.2318      1.000000       
1918   [19, 25, 34, 46]                         10916.5230      1.000000       
1919   [48, 54, 70]                             10911.3894      1.000000       
1920   [9, 60, 74]                              10911.1605      1.000000       
1921   [15, 44, 54]                             10907.8626      1.000000       
1922   [7, 11, 27]                              10904.0821      1.000000       
1923   [25, 50, 66]                             10903.1354      1.000000       
1924   [9, 25, 46, 74]                          10900.5594      1.000000       
1925   [5, 15, 60]                              10899.6743      1.000000       
1926   [21, 27, 29]                             10893.4899      1.000000       
1927   [17, 21, 70]                             10891.7204      1.000000       
1928   [46, 48, 51]                             10891.5011      1.000000       
1929   [3, 17, 46]                              10890.0820      1.000000       
1930   [27, 39, 71]                             10887.3396      1.000000       
1931   [9, 25, 34, 50]                          10884.7385      1.000000       
1932   [15, 19, 29, 46]                         10880.2860      1.000000       
1933   [19, 21, 27]                             10878.3454      1.000000       
1934   [68, 71]                                 10878.2579      1.000000       
1935   [14, 15, 46]                             10877.0734      1.000000       
1936   [9, 28]                                  10870.3632      1.000000       
1937   [25, 34, 46, 58]                         10869.0592      1.000000       
1938   [7, 34, 46, 70]                          10862.0081      1.000000       
1939   [39, 51]                                 10861.2513      1.000000       
1940   [9, 34, 46, 68]                          10860.0430      1.000000       
1941   [25, 54, 58]                             10858.8999      1.000000       
1942   [11, 29, 54]                             10858.8070      1.000000       
1943   [34, 46, 52, 70]                         10855.7312      1.000000       
1944   [27, 54, 60]                             10851.3223      1.000000       
1945   [9, 21, 46, 58]                          10849.4507      1.000000       
1946   [9, 16, 50]                              10842.5094      1.000000       
1947   [5, 11, 27]                              10840.7792      1.000000       
1948   [27, 52, 70]                             10839.6836      1.000000       
1949   [29, 34, 46, 50]                         10836.3578      1.000000       
1950   [5, 46, 50, 58]                          10834.8302      1.000000       
1951   [7, 58, 70]                              10832.7815      1.000000       
1952   [21, 48, 70]                             10829.8124      1.000000       
1953   [9, 17, 34, 46]                          10822.9341      1.000000       
1954   [9, 21, 46, 52]                          10821.6434      1.000000       
1955   [9, 11, 25, 46]                          10818.5668      1.000000       
1956   [15, 34, 46, 58]                         10817.0586      1.000000       
1957   [2, 9, 17]                               10816.6759      1.000000       
1958   [25, 68]                                 10815.2411      1.000000       
1959   [34, 46, 54, 58]                         10814.2706      1.000000       
1960   [2, 9, 34, 46]                           10813.8939      1.000000       
1961   [11, 21, 42]                             10813.4827      1.000000       
1962   [7, 9, 34, 70]                           10810.2002      1.000000       
1963   [3, 42, 50]                              10809.4588      1.000000       
1964   [15, 25, 34, 46]                         10808.4867      1.000000       
1965   [19, 21, 25]                             10808.4449      1.000000       
1966   [27, 50, 62]                             10807.0947      1.000000       
1967   [11, 17, 70]                             10803.6966      1.000000       
1968   [36, 46, 54]                             10799.9469      1.000000       
1969   [15, 27, 39]                             10799.7715      1.000000       
1970   [11, 54, 60]                             10799.2600      1.000000       
1971   [9, 23, 50]                              10794.3394      1.000000       
1972   [7, 15, 19, 46]                          10791.5792      1.000000       
1973   [13, 46, 66]                             10788.7086      1.000000       
1974   [9, 42, 68]                              10786.3536      1.000000       
1975   [7, 15, 74]                              10784.5926      1.000000       
1976   [9, 34, 39]                              10781.8434      1.000000       
1977   [17, 27, 50]                             10781.4308      1.000000       
1978   [25, 42]                                 10776.0103      1.000000       
1979   [5, 29, 70]                              10773.7299      1.000000       
1980   [27, 34, 74]                             10770.1068      1.000000       
1981   [2, 7, 25]                               10768.7528      1.000000       
1982   [1, 11, 15]                              10768.2598      1.000000       
1983   [2, 25, 58]                              10767.2642      1.000000       
1984   [5, 34, 46, 58]                          10762.6611      1.000000       
1985   [27, 31]                                 10761.9768      1.000000       
1986   [7, 9, 52]                               10750.5585      1.000000       
1987   [9, 46, 52, 74]                          10750.4335      1.000000       
1988   [9, 15, 39]                              10749.5261      1.000000       
1989   [39, 42, 46]                             10749.0890      1.000000       
1990   [5, 7, 34, 46]                           10748.7918      1.000000       
1991   [9, 11, 66]                              10748.6569      1.000000       
1992   [44, 50, 52]                             10746.8681      1.000000       
1993   [15, 19, 25, 46]                         10746.3902      1.000000       
1994   [15, 27, 48]                             10745.6355      1.000000       
1995   [5]                                      10742.1600      1.000000       
1996   [19, 21, 34, 46]                         10741.4552      1.000000       
1997   [9, 44, 46, 50]                          10740.6904      1.000000       
1998   [9, 46, 48, 54]                          10733.2442      1.000000       
1999   [2, 15, 60]                              10731.4102      1.000000       
2000   [11, 48, 50]                             10730.2642      1.000000       
2001   [9, 15, 42, 46]                          10728.0844      1.000000       
2002   [21, 27, 60]                             10724.7680      1.000000       
2003   [46, 50, 52, 58]                         10723.6264      1.000000       
2004   [27, 34, 58]                             10723.2317      1.000000       
2005   [46, 50, 54, 58]                         10716.8757      1.000000       
2006   [9, 54, 71]                              10716.2855      1.000000       
2007   [2, 25, 52]                              10712.0460      1.000000       
2008   [21, 27, 42]                             10710.8566      1.000000       
2009   [19, 50, 74]                             10702.8229      1.000000       
2010   [9, 42, 60]                              10697.4104      1.000000       
2011   [9, 29, 74]                              10694.1888      1.000000       
2012   [15, 23]                                 10691.1629      1.000000       
